"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"Santos8036296","2026-01-09","02:48:25","@Carval59712Fbio @GayerGus Deus libertou o Povo sofrido da Venezuela.",0,69,9,0,2,1,0,"",0.427669495344162,0.5246302485466003,0.047700319439172745,"neutro"
"Santos8036296","2026-01-09","02:46:24","@GayerGus Deus , decretou o fim das forças do inferno,Maduro e mulher vão pagar pelos crimes cometidos,agora o Grande Presidente Trump vai Libertar o Povo brasileiro do Lula ladrão e do Alexandre de Moraes satanista filho de Satanás.",0,233,38,0,1,0,0,"",0.013043124228715897,0.03271607682108879,0.9542407989501953,"negativo"
"icedofantastic0","2026-01-08","20:10:33","@GayerGus Este homem matou 2 pessoas apostando racha bêbado",0,59,9,0,1,0,0,"",0.021215004846453667,0.9153016805648804,0.06348336488008499,"neutro"
"danielepsantos2","2026-01-08","13:54:47","@GayerGus Vc é um assassino seu desgraçado",0,42,7,0,1,0,0,"",0.0052576931193470955,0.008434886112809181,0.9863074421882629,"negativo"
"helena3228","2026-01-06","02:33:04","@GayerGus @JeronimoColl https://t.co/4Vl1ryMSPA",1,47,3,0,2,1,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"helena3228","2026-01-06","02:32:39","@GayerGus https://t.co/gD6ZOGdG4V",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"FbioBruschi1","2026-01-06","01:21:23","@GayerGus Daqui 72 horas teremos notícias... senta e espera vai.....",0,68,10,0,1,0,0,"",0.025714222341775894,0.9368018507957458,0.03748393803834915,"neutro"
"soues","2026-01-06","01:03:49","@GayerGus https://t.co/ckgwPZkqTr",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"ATombergg83818","2026-01-05","23:09:53","@GayerGus Eu também",0,19,3,0,1,0,0,"",0.7193797826766968,0.23143477737903595,0.04918539524078369,"positivo"
"Biacxji","2026-01-05","21:36:24","@Ricardo74984364 @GayerGus Com teu mito que tava pow 😂😂😂😂",0,57,9,4,2,0,0,"",0.6543475985527039,0.25642552971839905,0.0892268493771553,"positivo"
"Ricardo74984364","2026-01-05","20:32:35","@Biacxji @GayerGus Vitória? Hahahahaha... Como se o Brasil estivesse entrado no 1° mundo... Kkkkkkkkkk",0,102,14,0,2,0,0,"",0.008724587969481945,0.10864261537790298,0.8826327919960022,"negativo"
"Kgndrrr","2026-01-05","20:12:36","@Carval59712Fbio @GayerGus O gado é muito burro. Claramente imagem de IA (claro, eles só disseminam e consomem mentira)",0,119,18,0,2,0,0,"",0.010066975839436054,0.05089658871293068,0.9390364289283752,"negativo"
"dumbinhas","2026-01-05","19:28:22","@GayerGus https://t.co/OD6z5phyJl",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"PauloBa84306982","2026-01-05","19:26:30","@GayerGus @JeronimoColl Quase a mesma porcentagem de quem apoia a prisão de bolsonaro ta igual então",0,100,16,0,2,0,0,"",0.012540554627776146,0.761989176273346,0.22547020018100739,"neutro"
"wagnerpereiracu","2026-01-05","19:04:23","@GayerGus @JeronimoColl Vagabundo fascista filho da puta https://t.co/luRRVDg3zM",1,80,8,0,2,0,0,"",0.004525645170360804,0.007489942479878664,0.9879844188690186,"negativo"
"kenia16484271","2026-01-05","18:28:17","@JeronimoColl @GayerGus O seu bandido de nove dedos só não está enjaulado por conta dos bandidos de toga...",0,107,18,0,2,0,0,"",0.024081626906991005,0.11896789073944092,0.8569504022598267,"negativo"
"Kak432725590779","2026-01-05","18:25:08","@MariceiaMenezes @GayerGus 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 https://t.co/lWI5i86OBg",1,69,4,9,2,0,0,"",0.7550191283226013,0.20869694650173187,0.03628391772508621,"positivo"
"MulheresDa53226","2026-01-05","18:23:46","@GayerGus não foi pra isso que Trump invadiu a Venezuela!foi apenas por petróleo.",0,81,13,0,1,0,0,"",0.022464655339717865,0.8186879754066467,0.15884733200073242,"neutro"
"Kak432725590779","2026-01-05","18:23:28","@MariceiaMenezes @GayerGus Só deixar usar o cérebro nem q seja pela primeira vez 🫵🤪 https://t.co/s2Isk91qBy",1,107,15,2,2,0,0,"",0.08602369576692581,0.7343566417694092,0.17961961030960083,"neutro"
"Kak432725590779","2026-01-05","18:20:14","@MariceiaMenezes @GayerGus Livre???? https://t.co/Eci8VzlgFa",1,60,4,0,2,0,0,"",0.06140315905213356,0.850965678691864,0.08763118833303452,"neutro"
"frjunioradv","2026-01-05","18:02:55","@GayerGus Cara, você além de traidor, não sabe escrever. Mas você será preso em breve. Talvez antes do carnaval kkkk",0,116,20,0,1,0,0,"",0.007359073031693697,0.060613952577114105,0.9320269823074341,"negativo"
"daghuro1","2026-01-05","17:58:40","@GayerGus Você deveria estar preso o assassino irresponsavel",0,60,8,0,1,0,0,"",0.005589468404650688,0.014569776132702827,0.9798406958580017,"negativo"
"mrguimaraes13","2026-01-05","17:01:13","@GayerGus Isto vai acontecer c vc logo. Aconselho a vc ficar bem escondidinho.",0,78,13,0,1,0,0,"",0.02631457708775997,0.8558194637298584,0.11786595731973648,"neutro"
"goldmann81941","2026-01-05","16:26:23","@GayerGus Você também deveria estar preso, matou inocentes dirigindo embriagado ...",0,83,11,0,1,0,0,"",0.009058676660060883,0.0575946606695652,0.9333466291427612,"negativo"
"EdnaldaFreitas","2026-01-05","15:59:00","@HoroBarakel @GayerGus Bem na linha do minto. A favor da tortura? https://t.co/CZB2EO7cSc",1,89,12,0,2,0,0,"",0.026943430304527283,0.5116978287696838,0.46135878562927246,"neutro"
"PetitaU32745","2026-01-05","14:55:41","@corneliamuller @GayerGus eu vivi pra ter o prazer de ver este filme https://t.co/uJNdej2zN6",1,92,13,0,2,0,0,"",0.9714763760566711,0.025484254583716393,0.00303938752040267,"positivo"
"AdilsonAba2024","2026-01-05","13:51:54","@GayerGus Tem mais criminosos ligados ao narco-tráfico, aqui no Brasil, que deveriam ter o mesmo destino...",0,107,16,0,1,1,0,"",0.022397227585315704,0.41938382387161255,0.5582189559936523,"negativo"
"L_WESSLEY","2026-01-05","13:36:46","@yllekFreedom @GayerGus Por isso o GAYER parou de andar bebado e matar perdestes? Ainda bem então…",0,98,16,0,2,0,0,"",0.0792340412735939,0.5294267535209656,0.39133918285369873,"neutro"
