"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"robertateofilomonzini","2026-01-04","14:00:41","Grande dia !",0,12,3,0,0,3,"",0,0.9433558583259583,0.04850248619914055,0.0081416554749012,"positivo"
"marciaspeziaoficial","2026-01-04","13:37:19","Cena linda 🙌🙌🙌🙌🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",0,25,3,9,0,4,"",0,0.9882078766822815,0.009236297570168972,0.002555873477831483,"positivo"
"micheleandres_mentoria_","2026-01-04","07:42:02","Grande dia! Ainda há esperança 🙏 Obrigada Jesus",0,47,8,1,0,5,"",0,0.9758679866790771,0.02161979116499424,0.002512275939807296,"positivo"
"ronaldoamorimadm","2026-01-04","14:35:10","Este ano começou extraordinário 👏🏼🙏🏼 MaisMaduro 😂",0,49,7,3,0,15,"",0,0.9895558953285217,0.008153938688337803,0.0022901087068021297,"positivo"
"carlacoliveir","2026-01-04","02:43:28","Melhor visão da vida!!",0,22,4,0,0,1,"",0,0.9887568354606628,0.009110287763178349,0.002132847672328353,"positivo"
"tininhanovaesdesouza","2026-01-04","11:53:42","Trump 👏👏👏👏🇺🇸🙌🇧🇷",0,15,2,7,0,1,"",0,0.522890031337738,0.43793565034866333,0.03917425870895386,"positivo"
"silvajamil","2026-01-04","15:56:11","Que cena linda 👏👏👏👏🇺🇸🙌🙌🙌🙌🙌🙌",0,27,4,11,0,2,"",0,0.9895468354225159,0.00798154529184103,0.0024716879706829786,"positivo"
"douglasgdcorrea7","2026-01-08","21:22:50","👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🙏🙏🙏🙏🙏🙏",0,20,1,15,0,1,"",0,0.7336478233337402,0.23210328817367554,0.03424881771206856,"positivo"
"wanderson.toshiak","2026-01-04","02:30:59","Quem concorda, que não a mal que dure para sempre 👉🏻",0,52,11,1,0,2207,"",22,0.13374607264995575,0.8331257104873657,0.033128153532743454,"neutro"
"adilia_ana","2026-01-04","02:56:19","MELHOR VÍDEO DE TODOS OS TEMPOS 👏👏👏",0,35,7,3,0,339,"",22,0.9850473403930664,0.010360809043049812,0.004591817036271095,"positivo"
