"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"vldluiz","2025-09-09","17:25:17","@GayerGus @RogrioBarroso12 O deputado devia estar viajando pelo universo naqueles dias. O relator construiu um voto com a verdade. Foi o que todos assistimos. Aceita que doi menos.",0,180,28,0,2,0,0,"",0.7270724773406982,0.15813849866390228,0.11478903889656067,"positivo"
"Everaldo1895EVE","2025-09-07","01:36:11","@GayerGus Espera 72 horas kkkkkkkk",0,34,5,0,1,0,0,"",0.06304072588682175,0.850617527961731,0.0863417237997055,"neutro"
"Everaldo1895EVE","2025-09-07","01:35:58","@GayerGus https://t.co/l9hLo8eE7j",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"FRANJUNIOR88","2025-09-05","01:06:41","@GayerGus KKKK VOCES BOLSOANRISTAS SÃO HILARIOS https://t.co/Ul1lGY97Gl",1,71,7,0,1,0,0,"",0.38503915071487427,0.08758414536714554,0.527376651763916,"negativo"
"LitaisonP23","2025-09-04","21:14:48","@GayerGus ANISTIA JÁ CPMI DA VAZA TOGA",0,38,7,0,1,0,0,"",0.019863177090883255,0.3723697066307068,0.6077671051025391,"negativo"
"rafaelmlPEF","2025-09-04","16:53:53","@GayerGus Tu vai ser é preso... Doidim",0,38,7,0,1,0,0,"",0.013716044835746288,0.13706594705581665,0.84921795129776,"negativo"
"NiceSanseverino","2025-09-04","15:30:09","@GayerGus #PERSEGUIÇÃOSUPREMA #FreeBolsonaro",0,44,3,0,1,0,0,"",0.02453596517443657,0.7931643128395081,0.1822996586561203,"neutro"
"JuHampe","2025-09-04","13:17:13","@GayerGus FREE BOLSONARO PERSEGUIÇÃO SUPREMA",0,44,5,0,1,0,0,"",0.005970939993858337,0.037678614258766174,0.9563504457473755,"negativo"
"Marcosa09232457","2025-09-04","09:15:09","@GayerGus Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0,46,2,0,1,0,0,"",0.29181599617004395,0.559724748134613,0.14845921099185944,"neutro"
"Michael09605586","2025-09-04","09:00:10","@GayerGus FREE BOLSONARO PERSEGUIÇÃO SUPREMA",0,44,5,0,1,0,0,"",0.005970939993858337,0.037678614258766174,0.9563504457473755,"negativo"
"Guto_urubu","2025-09-04","07:48:39","@GayerGus Esse é o vagabundo q atirou na esposa e filha né? Esses bolsominios quando não dirigem bebados e matam pessoas, atiram nas esposas e filhas e por aí vai!!!",0,165,30,0,1,0,0,"",0.0043233223259449005,0.036557916551828384,0.9591188430786133,"negativo"
"AngelCard25","2025-09-04","01:44:57","@GayerGus FREE BOLSONARO PERSEGUIÇÃO SUPREMA",0,44,5,0,1,0,0,"",0.005970939993858337,0.037678614258766174,0.9563504457473755,"negativo"
"jorgepositivis1","2025-09-04","01:29:16","@fabriciocor_ @GayerGus https://t.co/f7VFxn7b0y",1,47,3,0,2,1,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"jorgepositivis1","2025-09-04","01:28:12","@Adriana19330236 @GayerGus https://t.co/WxUaPFeOx9",1,50,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"jorgepositivis1","2025-09-04","01:27:44","@Debora_rozante @GayerGus https://t.co/2hayUFkUSC",1,49,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"jorgepositivis1","2025-09-04","01:27:17","@phnx20 @GayerGus https://t.co/ACzdErZKIl",1,41,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"jorgepositivis1","2025-09-04","01:26:13","@GayerGus https://t.co/nh7d9DA54x",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"carlospross","2025-09-03","20:58:43","@GayerGus FREE BOLSONARO‼️ PERSEGUIÇÃO SUPREMA‼️ FREE BOLSONARO‼️ PERSEGUIÇÃO SUPREMA‼️ FREE BOLSONARO‼️ PERSEGUIÇÃO SUPREMA‼️",0,126,13,6,1,0,0,"",0.008146659471094608,0.07000825554132462,0.9218451380729675,"negativo"
"NovoBrasilNew","2025-09-03","19:25:34","@GayerGus #Bolsonarofree",0,24,2,0,1,0,0,"",0.08022665232419968,0.8817256093025208,0.03804768621921539,"neutro"
"marcomora12","2025-09-03","19:23:17","@GayerGus Deixa de conversa mole e solicite as provas desse 🤡. 72h🤡🤡🤡",0,69,12,4,1,0,0,"",0.06325578689575195,0.2807064354419708,0.6560377478599548,"negativo"
"LilaCristinaDi1","2025-09-03","18:44:32","@GayerGus @AgroBrasil22 Cadeia ao golpista da toga!",0,51,7,0,2,0,0,"",0.008996189571917057,0.023752501234412193,0.967251181602478,"negativo"
"PlenaFlora66699","2025-09-03","16:56:55","@GayerGus #BolsonaroFree",0,24,2,0,1,0,0,"",0.06618479639291763,0.9037657976150513,0.030049314722418785,"neutro"
"DoBertolaso","2025-09-03","16:31:14","@GayerGus Kkkk. Tudo armado pelo clã Bolsonaro, PL e extrema direita. Corja de TRAIDORES",0,88,14,0,1,0,0,"",0.003979445435106754,0.023308055475354195,0.9727125763893127,"negativo"
"saudegolgti","2025-09-03","16:24:35","@GayerGus #BolsonaroFree",0,24,2,0,1,0,0,"",0.06618479639291763,0.9037657976150513,0.030049314722418785,"neutro"
"LuciaBortolott4","2025-09-03","16:15:14","@GayerGus #BolsonaroFree",0,24,2,0,1,0,0,"",0.06618479639291763,0.9037657976150513,0.030049314722418785,"neutro"
"FazOLAsno","2025-09-03","15:52:40","@GayerGus Provas não faltam, mas quem vai acabar com essa farsa?",0,64,11,0,1,1,0,"",0.010783328674733639,0.24397216737270355,0.7452445030212402,"negativo"
"MimiBrasi","2025-09-03","15:36:45","@GayerGus https://t.co/WMmyIAQVYV",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"CoronelMiqueira","2025-09-03","15:29:23","@GayerGus https://t.co/ngPpQl20Re",1,33,2,0,1,0,0,"",0.08893736451864243,0.8671140670776367,0.04394860565662384,"neutro"
"anaribeirossp","2025-09-03","14:43:41","@GayerGus Ah claro, o cara falou então é verdade",0,48,9,0,1,0,0,"",0.620294988155365,0.35256922245025635,0.027135757729411125,"positivo"
"Cadu1504","2025-09-03","14:38:16","@GayerGus A Justiça Tupiniquim só vai funcionar se o Psicopata Togado matar com arma de fogo o Presidente Bolsonaro?!? Já tentaram com o Adélio e ficou por isso mesmo!?!? SOS Brasil FREE BOLSONARO #BolsonaroFree",0,211,34,0,1,0,0,"",0.008942244574427605,0.1501438468694687,0.8409138917922974,"negativo"
