"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"rafacarpaneda","2026-01-24","19:27:48","Boraaaaaaaaa, EU ACREDITO NA MUDANÇA DESSE PAÍS. NOSSA NAÇÃO PERTENCE A JESUS.❤️🙌🏻🇧🇷",0,84,12,3,0,104,"",3,0.6944628953933716,0.2867954969406128,0.01874166540801525,"positivo"
"rafacarvalho_personal_","2026-01-21","22:32:44","Pra cima meu futuro presidente. 🇧🇷",0,34,6,1,0,570,"",5,0.7669999003410339,0.22361016273498535,0.00938998069614172,"positivo"
"aldineia1287","2026-01-24","23:29:29","Orgulho de um homem como você Nikolas 🇧🇷🇧🇷🇧🇷🇧🇷",0,46,8,4,0,124,"",0,0.9903963804244995,0.007811913266777992,0.0017916340148076415,"positivo"
"cidafernandes830","2026-01-24","23:06:20","Nikolas vai pra cima deles, estamos juntos sempre 🙏🇧🇷🇧🇷",0,55,9,3,0,50,"",1,0.7896709442138672,0.1993478387594223,0.010981189087033272,"positivo"
"cris.iannuzzi","2026-01-27","02:04:36","Estamos com vc...juntos pela coragem e justiça!!!🇧🇷🇧🇷🙌🙌",0,55,7,4,0,7,"",1,0.6715465188026428,0.30807143449783325,0.020382026210427284,"positivo"
"andreysrr","2026-01-19","13:48:52","🇧🇷 um Herói nasceu 🇧🇷🙌 Deus te ilumine Grande Homem 🇧🇷",0,54,11,4,0,8,"",3,0.9596100449562073,0.03770780935883522,0.002682126360014081,"positivo"
"onca_bolada","2026-01-17","15:08:09","Cadê o vídeo de fundo preto sobre o Banco Master??",0,50,10,0,0,267,"",14,0.022111227735877037,0.5210686326026917,0.45682021975517273,"neutro"
"_millena_sousa","2026-01-25","14:14:04","🇧🇷🇧🇷🇧🇷 Lula para sempre, Sempre Lula, Lula pátria amada Brasil🇧🇷🇧🇷🇧🇷🇧🇷",0,70,10,7,0,1,"",0,0.8069531321525574,0.1771232634782791,0.015923552215099335,"positivo"
"sozimviniciusjr","2026-01-26","17:33:33","Faz um vídeo sobre seu primo e o Daniel Vorcaro também! Queria muito saber a respeito nicão 😂",0,93,18,1,0,4,"",0,0.335281103849411,0.5759738683700562,0.08874502032995224,"neutro"
"05.837648","2026-01-19","17:22:21","Lula melhor presidente do Brasil 🇧🇷",0,35,6,1,0,14,"",2,0.9847517609596252,0.012776965275406837,0.002471214160323143,"positivo"
"karinazanam","2026-01-21","13:10:20","👏👏👏👏👏👏🙌🇧🇷",0,9,1,8,0,13,"",0,0.6741031408309937,0.2945006787776947,0.03139615058898926,"positivo"
"kleber_aquino","2026-01-18","14:44:11","Impeachment do Lula quem apoia?👉🏽👉🏽",0,35,5,2,0,2149,"",64,0.06968642771244049,0.881331205368042,0.04898236319422722,"neutro"
"katiasmarkes","2026-01-20","18:05:01","Vamos tirar o Lula e o PT do Poder em nome de Jesus Cristo.",0,59,14,0,0,232,"",3,0.02578350156545639,0.16751961410045624,0.806696891784668,"negativo"
"assadeira_do_neres","2026-01-23","11:19:08","Esse cara é foda eu sou do Maranhão mas ele fez eu entender o certo🇧🇷",0,69,15,1,0,82,"",2,0.989871084690094,0.007524238433688879,0.002604665467515588,"positivo"
"roney_personal","2026-01-18","21:05:10","Gosto do seu trabalho @nikolasferreiradm e por isso te sigo no Instagram, mas não sou refém da polarização. Um país não avança quando a política se resume a ‘combater o outro lado’. Direita e esquerda são correntes de pensamento, não times de futebol. Políticos, sejam de direita ou de esquerda, foram eleitos para servir à população, não para alimentar disputas ideológicas estéreis. O Brasil precisa de responsabilidade fiscal e responsabilidade social; de eficiência do Estado e de sensibilidade humana; de crescimento econômico e redução real da pobreza. Democracias maduras não funcionam na lógica do inimigo permanente, mas na capacidade de construir soluções. Quem ocupa cargo público deve trabalhar pelo país inteiro, inclusive por quem não votou nele. Ideologia não pode estar acima da realidade. O eleitor não quer guerra política: quer segurança, saúde, educação, emprego e dignidade. Governar é resolver problemas, não ganhar narrativas. Menos ideologia, menos brigas e mais trabalho, mais crescimento, mais desenvolvimento e mais resultados reais para o povo, que é quem verdadeiramente detém o poder de colocar vocês no cargo e também de retirá-los. O Brasil não precisa de guerras políticas permanentes, precisa de soluções. Governar é servir, não polarizar. 🧠👀🎯",0,1277,195,3,1,464,"",49,0.49609503149986267,0.3961646556854248,0.10774022340774536,"positivo"
