"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"pollonms","2026-01-02","22:58:14","Os absurdos não param! Força @bolsonarosp! Deus te fortaleça e proteja sua família!",0,83,13,0,1,2896,"",166,0.6061598658561707,0.17610721290111542,0.21773287653923035,"positivo"
"augustteco","2026-01-03","18:41:53","meu amigo, você não está trabalhando e quer se manter no cargo? toma vergonha rapaz!",0,84,15,0,0,45,"",6,0.0029856928158551455,0.009466954506933689,0.9875472784042358,"negativo"
"marco_ciqueira","2026-01-03","01:41:12","E você quer receber sem comparecer ao trabalho? Em Nárnia isso é possível?",0,74,13,0,0,51,"",3,0.005634516943246126,0.17275334894657135,0.8216121196746826,"negativo"
"noeli.rosa1251","2026-01-11","16:38:46","🇧🇷🇧🇷🇧🇷🇧🇷",0,8,1,4,0,2,"",1,0.5799937844276428,0.387315958738327,0.03269027918577194,"positivo"
"marcelorochamon","2026-01-03","13:39:14","Força, @bolsonarosp ! O Brasil do bem está com você! 🇧🇷🙏",0,56,11,2,1,40,"",2,0.9171735644340515,0.07398220151662827,0.008844200521707535,"positivo"
"igor.ffigueiredo","2026-01-03","12:13:31","Pelo visto você não começou o ano com o pé direito kkkkkkkkk",0,60,12,0,0,176,"",9,0.014673079364001751,0.4290654957294464,0.556261420249939,"negativo"
"flordetangerine","2026-01-03","01:30:12","Bebê chorão 😂 não quer trabalhar mas quer continuar recebendo dinheiro.",0,71,11,1,0,53,"",1,0.34103211760520935,0.4611836075782776,0.19778427481651306,"neutro"
"lindauraphf","2026-01-03","11:23:05","Ganhar dinheiro sem trabalhar é inadmissível!",0,45,6,0,0,135,"",11,0.009274257346987724,0.11759516596794128,0.8731306791305542,"negativo"
"janesantiago774","2026-01-08","11:21:56","Meu irmão,pelo amordiDeus traga Trump pra tirar Bolsonaro",0,57,8,0,0,6,"",2,0.034513868391513824,0.08014273643493652,0.8853434324264526,"negativo"
"michelleservare","2026-01-03","01:46:59","Meu Deus ,o povo Brasileiro não aguenta mais essa perseguição, fico imaginando vcs que estão vivendo na pele, todo dia é uma surpresa nova, continuemos em oração pela volta do nosso país 🇧🇷🙏",0,190,33,2,0,6,"",0,0.06992112100124359,0.10454601049423218,0.8255327939987183,"negativo"
