"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"caporezzodm","2026-01-03","15:03:47","Ponto principal dito por @bolsonarosp : LULA TEM MUITO MEDO DE SER DELATADO POR MADURO!",0,87,15,0,1,5250,"",195,0.03783576563000679,0.8869138956069946,0.07525038719177246,"neutro"
"alexandrekunz","2026-01-03","19:56:21","🙏🇺🇸🇧🇷",0,5,1,3,0,13,"",0,0.4585881531238556,0.5143736600875854,0.027038227766752243,"neutro"
"chuckhipolitho","2026-01-04","03:07:35","Tá desatualizada a bio.",0,23,4,0,0,82,"",3,0.002897469559684396,0.02187746949493885,0.975225031375885,"negativo"
"artur_lima_junior","2026-01-06","12:12:37","Melhor que a praça é nossa! 😂",0,29,7,1,0,6,"",0,0.9663103818893433,0.02519005537033081,0.008499570190906525,"positivo"
"samialmp","2026-01-03","23:41:13","Quando alguém que tem emprego e não trabalha, é o que mesmo? 😂",0,62,13,1,0,555,"",34,0.15604627132415771,0.6668888330459595,0.1770648956298828,"neutro"
"paulomansuroficial","2026-01-03","17:51:17","Dia histórico para América Latina! Você faz parte dessa luta 👊👊🇺🇸🇺🇸🇧🇷🇧🇷",0,71,11,6,0,697,"",25,0.7881572842597961,0.20004059374332428,0.01180210430175066,"positivo"
"limarosenberg","2026-01-03","23:56:50","Bolsonaro já parou de soluçar ?",0,31,6,0,0,394,"",64,0.023830488324165344,0.5968125462532043,0.3793569505214691,"neutro"
"silviahbj7","2026-01-03","20:23:17","Trabalhar e bom nada ne dudu,",0,29,6,0,0,304,"",11,0.024013744667172432,0.17465417087078094,0.8013319969177246,"negativo"
"uberson_torres","2026-01-04","02:31:56","QUEM QUER VER O BRASIL SENDO O PRÓXIMO??🔥🙏👉👉👉👉👉👉👉",0,49,8,9,0,91,"",38,0.22873900830745697,0.7063882350921631,0.06487275660037994,"neutro"
"gustavobelchior14","2026-01-05","22:18:29","Teu pai já foi solto ? 😂😂",0,25,7,2,0,19,"",4,0.42719367146492004,0.4614713788032532,0.11133502423763275,"neutro"
"dilmamendese.santo","2026-01-04","19:29:57","PARABÉNS PRESIDENTE TRUMP 🇺🇸👏👏🇧🇷",0,32,4,4,0,20,"",0,0.787405252456665,0.19239459931850433,0.020200129598379135,"positivo"
"ludnmoraes","2026-01-05","19:33:49","Volta pra trabalhar, infeliz !",0,30,5,0,0,19,"",7,0.0036692211870104074,0.009622439742088318,0.986708402633667,"negativo"
"mundografiabymaza","2026-01-06","17:03:50","Cara, na boa, vá se tratar!",0,27,6,0,0,25,"",1,0.003926056437194347,0.009610160253942013,0.9864637851715088,"negativo"
